Date,Agency/PMD (af_prt),Media Source (pid),Campaign (c),Impressions,Clicks,CTR,Installs,Conversion Rate,Sessions,Loyal Users,Loyal Users/Installs,Total Cost,Average eCPI,app_id,app_name,app_platform,report_type
2025-10-27,None,Organic,None,N/A,N/A,N/A,40,N/A,0,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
2025-10-27,None,moloco_int,GB_170_Mol_RDPInApp_Camp258,4905,4752,0.9688,14,0.0029,24,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
2025-10-27,None,moloco_int,OMA6_k73PfG_payout,5750,4245,0.7383,2,0.0005,4,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
2025-10-27,None,moloco_int,OMA6_k73PfG_payout_sumdep,4359,3366,0.7722,4,0.0012,6,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
2025-10-27,None,moloco_int,PM47_yBWGyj_Olump_MountQuizmore_2710,425,427,1.0047,2,0.0047,2,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
2025-10-28,None,Organic,None,N/A,N/A,N/A,28,N/A,0,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
2025-10-28,None,moloco_int,GB_170_Mol_RDPInApp_Camp258,3517,3423,0.9733,11,0.0032,18,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
2025-10-28,None,moloco_int,OMA6_k73PfG_payout_sumdep,9383,7117,0.7585,13,0.0018,20,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
2025-10-28,None,moloco_int,PM47_yBWGyj_Olump_MountQuizmore_2710,33951,28302,0.8336,24,0.0008,39,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
2025-10-29,None,Organic,None,N/A,N/A,N/A,31,N/A,0,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
2025-10-29,None,moloco_int,GB_170_Mol_RDPInApp_Camp258,3358,3191,0.9503,16,0.0050,30,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
2025-10-29,None,moloco_int,OMA6_k73PfG_payout_sumdep,9895,8436,0.8526,13,0.0015,22,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
2025-10-29,None,moloco_int,PM47_yBWGyj_Olump_MountQuizmore_2710,27908,23543,0.8436,16,0.0007,29,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
2025-10-30,None,Organic,None,N/A,N/A,N/A,35,N/A,0,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
2025-10-30,None,moloco_int,GB_170_Mol_RDPInApp_Camp258,3200,2829,0.8841,11,0.0039,22,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
2025-10-30,None,moloco_int,OMA6_k73PfG_payout_sumdep,3561,2987,0.8388,7,0.0023,14,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
2025-10-30,None,moloco_int,PM47_yBWGyj_Olump_MountQuizmore_2710,29171,23807,0.8161,17,0.0007,25,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
2025-10-31,None,Organic,None,N/A,N/A,N/A,30,N/A,0,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
2025-10-31,None,moloco_int,GB_170_Mol_RDPInApp_Camp258,4511,3919,0.8688,12,0.0031,20,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
2025-10-31,None,moloco_int,PM47_yBWGyj_Olump_MountQuizmore_2710,6992,6353,0.9086,2,0.0003,2,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
2025-10-31,None,moloco_int,TRUST_X6gkGHzF_233_sub4_sub5_sub6_sub7_sub8_sub9_sub10_sub11,3052,2422,0.7936,16,0.0066,26,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
2025-11-01,None,Organic,None,N/A,N/A,N/A,34,N/A,0,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
2025-11-01,None,moloco_int,GB_170_Mol_RDPInApp_Camp258,8565,7378,0.8614,22,0.0030,44,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
2025-11-01,None,moloco_int,TRUST_X6gkGHzF_233_sub4_sub5_sub6_sub7_sub8_sub9_sub10_sub11,14181,12194,0.8599,53,0.0043,94,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
2025-11-02,None,Organic,None,N/A,N/A,N/A,29,N/A,0,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
2025-11-02,None,moloco_int,GB_170_Mol_RDPInApp_Camp258,4329,3779,0.8729,12,0.0032,20,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
2025-11-02,None,moloco_int,TRUST_X6gkGHzF_233_sub4_sub5_sub6_sub7_sub8_sub9_sub10_sub11,14706,12982,0.8828,34,0.0026,52,0,0.0000,N/A,N/A,id6747419978,Mount Quizmore,ios,daily_report
