Country,Agency/PMD (af_prt),Media Source (pid),Campaign (c),Impressions,Clicks,CTR,Installs,Conversion Rate,Sessions,Loyal Users,Loyal Users/Installs,Total Revenue,Total Cost,ROI,ARPU,Average eCPI,af_complete_registration (Unique users),af_complete_registration (Event counter),af_complete_registration (Sales in USD),af_purchase (Unique users),af_purchase (Event counter),af_purchase (Sales in USD),app_id,app_name,app_platform,report_type
LV,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp270-4Eb350s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
LV,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp280-4Eb1500s1o11-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
LV,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp168-2Eb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
LV,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp12-4b250s1-autoA-GBvid731d7t670bevn1-FyshermansKey-ios-F35_GBvid731d7t670bevn1_FyshermansKey_cxrDBdw8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
MA,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp131-2Db250s1-Auto-gbvid731d21t628bev-FyshermansKey-ios-C8_gbvid731d21t628bev_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
MA,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp147-2Db250s1-Auto-gbvid731d21t628bev-FyshermansKey-ios-C8_gbvid731d21t628bev_FyshermansKey_Z6FBp8,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
MA,None,moloco_int,TRUST_GfshjdF5_170_GB_Mol_RDPInApp_Camp379,2,1,0.5000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
MD,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp290-2Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
MD,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp298-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
MD,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp258-2Db250s1-Auto-gbvid800d6t1314aenv-FyshermansKey-ios-C8_gbvid800d6t1314aenv_FyshermansKey_Z6FBp8,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
MD,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM2-camp6-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
MD,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-split-adsKSD1-camp53-2b250s1-autoA-GBvid731d7t670bevn1-FyshermansKey-ios-F35_GBvid731d7t670bevn1_FyshermansKey_cxrDBdw8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
ME,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp178-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
ME,None,moloco_int,TRUST_GfshjdF5_170_GB_Mol_RDPInApp_Camp379,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
MK,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-split-adsKSD1-camp54-2b250s1-autoA-GBvid731d7t670bevn1-FyshermansKey-ios-F35_GBvid731d7t670bevn1_FyshermansKey_cxrDBdw8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
ML,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp197-4Mb400s1-Auto-gbimg710d3t1122zz-FyshermansKey-ios-C8_gbimg710d3t1122zz_FyshermansKey_Z6FBp8,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
MM,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp147-2Db250s1-Auto-gbvid731d21t628bev-FyshermansKey-ios-C8_gbvid731d21t628bev_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
MM,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp270-4Eb350s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
MM,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp10-4b250s1-autoA-GBvid731d7t670bevn1-FyshermansKey-ios-F35_GBvid731d7t670bevn1_FyshermansKey_cxrDBdw8,3,2,0.6667,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
MM,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp14-4b250s1-autoA-GBvid601d1t670bev-FyshermansKey-ios-F35_GBvid601d1t670bev_FyshermansKey_cxrDBdw8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
MM,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp9-4b250s1-autoA-GBvid731d7t670bevn1-FyshermansKey-ios-F35_GBvid731d7t670bevn1_FyshermansKey_cxrDBdw8,3,2,0.6667,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
MM,None,moloco_int,TRUST_GfshjdF5_170_GB_Mol_RDPInApp_Camp379,7,3,0.4286,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
MO,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp32-4Eb350s1-Auto-GBvid731d23t669aaov-FyshermansKey-ios-Y1_GBvid731d23t669aaov_FyshermansKey_Bj4QhnP6,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
MO,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp33-4Eb350s1-Auto-GBvid731d23t669ekv-FyshermansKey-ios-Y1_GBvid731d23t669ekv_FyshermansKey_Bj4QhnP6,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
MT,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp273-4Eb250s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
MU,None,moloco_int,TRUST_GfshjdF5_170_GB_Mol_RDPInApp_Camp379,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
MX,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp179-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,2,1,0.5000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
MX,None,moloco_int,TRUST_GfshjdF5_170_GB_Mol_RDPInApp_Camp379,N/A,1,N/A,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
MY,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp225-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
MY,None,moloco_int,TRUST_GfshjdF5_170_GB_Mol_RDPInApp_Camp379,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NG,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp122-4Mb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NG,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp145-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NG,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp178-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,N/A,1,N/A,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NG,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp179-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,2,2,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NG,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp182-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NG,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp185-2Eb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,2,2,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NG,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp273-4Eb250s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,4,4,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NG,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp290-2Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,4,3,0.7500,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NG,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp298-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NG,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp168-2Eb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NG,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp170-2Eb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NG,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM2-camp1-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NG,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM2-camp2-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NG,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp10-4b250s1-autoA-GBvid731d7t670bevn1-FyshermansKey-ios-F35_GBvid731d7t670bevn1_FyshermansKey_cxrDBdw8,2,1,0.5000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NG,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp9-4b250s1-autoA-GBvid731d7t670bevn1-FyshermansKey-ios-F35_GBvid731d7t670bevn1_FyshermansKey_cxrDBdw8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NG,None,moloco_int,TRUST_GfshjdF5_170_GB_Mol_RDPInApp_Camp379,4,3,0.7500,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,OMA10_zqQc4sr8_ALX_slo3_sub5,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,OMA10_zqQc4sr8_ALX_slo4_sub5,2,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,OMA10_zqQc4sr8_ALX_slot1_sub5,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,OMA10_zqQc4sr8_ALX_slot2_sub5,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,OPD-Moloco-GB-split-HP-adsONM1-camp205-2Eb250s1-Auto-gbvid601d16t670yuv-FyshermansKey-ios-C8,3,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp268-4Eb350s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,3,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp269-4Eb350s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,8,1,0.1250,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp30-4Eb350s1-Auto-GBvid601d1t670zzv-FyshermansKey-ios-Y1_GBvid601d1t670zzv_FyshermansKey_Bj4QhnP6,2,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp31-4Eb350s1-Auto-GBvid731d7t670ekv-FyshermansKey-ios-Y1_GBvid731d7t670ekv_FyshermansKey_Bj4QhnP6,296,1,0.0034,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp31-4Eb350s1-Auto-GBvid731d7t670ekv-FyshermansKey-ios-Y1_GBvid731d7t670ekv_FyshermansKey_Bj4QhnP6_sub7_sub8_sub9_sub10_{{creative.title}},28,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp32-4Eb350s1-Auto-GBvid731d23t669aaov-FyshermansKey-ios-Y1_GBvid731d23t669aaov_FyshermansKey_Bj4QhnP6,113,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp33-4Eb350s1-Auto-GBvid731d23t669ekv-FyshermansKey-ios-Y1_GBvid731d23t669ekv_FyshermansKey_Bj4QhnP6,177,1,0.0056,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp38-4Eb250s1-Auto-GBimg710d3t1122zz-FyshermansKey-ios-Y1_GBimg710d3t1122zz_FyshermansKey_Bj4QhnP6,2,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp39-4Eb250s1-Auto-gbspyimg708d80t670be-FyshermansKey-ios-Y1_gbspyimg708d80t670be_FyshermansKey_Bj4QhnP6,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp40-4Eb250s1-Auto-GBimg710d1t1110ek-FyshermansKey-ios-Y1_GBimg710d1t1110ek_FyshermansKey_Bj4QhnP6,3,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp43-4Eb250s1-Auto-GBimg710d1t681cl-FyshermansKey-ios-Y1_GBimg710d1t681cl_FyshermansKey_Bj4QhnP6,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp48-4Eb250s1-Auto-GBimg708d10t670be-FyshermansKey-ios-Y1_GBimg708d10t670be_FyshermansKey_Bj4QhnP6,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp49-4Eb250s1-Auto-gbspyimg708d18t681ek-FyshermansKey-ios-Y1_gbspyimg708d18t681ek_FyshermansKey_Bj4QhnP6,2,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp60-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-Y1_gbvid731d23t669ekv_FyshermansKey_Bj4QhnP6_sub7_sub8_sub9_sub10_{{creative.title}},1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp62-4Mb250s1-Auto-gbvid731d7t670ekv-FyshermansKey-ios-Y1_gbvid731d7t670ekv_FyshermansKey_Bj4QhnP6,11,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp63-4Mb250s1-Auto-gbvid700d38t669yuv-FyshermansKey-ios-Y1_gbvid700d38t669yuv_FyshermansKey_Bj4QhnP6,4,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp76-4Mb350s1-Auto-creogroup5-FyshermansKey-ios-Y1_creogroup5_FyshermansKey_Bj4QhnP6,36,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp77-2Eb350s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp81-2Eb350s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,25,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp85-2Eb350s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,12,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp90-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,5,3,0.6000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp110-4Mb250s1-Auto-gbvid731d38t669ekv-FyshermansKey-ios-C8_gbvid731d38t669ekv_FyshermansKey_Z6FBp8,8,1,0.1250,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
NL,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp122-4Mb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,29,2,0.0690,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
