Country,Agency/PMD (af_prt),Media Source (pid),Campaign (c),Impressions,Clicks,CTR,Installs,Conversion Rate,Sessions,Loyal Users,Loyal Users/Installs,Total Revenue,Total Cost,ROI,ARPU,Average eCPI,af_complete_registration (Unique users),af_complete_registration (Event counter),af_complete_registration (Sales in USD),af_purchase (Unique users),af_purchase (Event counter),af_purchase (Sales in USD),app_id,app_name,app_platform,report_type
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp39-4Eb250s1-Auto-gbspyimg708d80t670be-FyshermansKey-ios-Y1_gbspyimg708d80t670be_FyshermansKey_Bj4QhnP6,8,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp41-4Eb250s1-Auto-GBspyimg708d82t670aac-FyshermansKey-ios-Y1_GBspyimg708d82t670aac_FyshermansKey_Bj4QhnP6,6,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp42-4Eb250s1-Auto-gbimg708d5t670ek-FyshermansKey-ios-Y1_gbimg708d5t670ek_FyshermansKey_Bj4QhnP6,3,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp43-4Eb250s1-Auto-GBimg710d1t681cl-FyshermansKey-ios-Y1_GBimg710d1t681cl_FyshermansKey_Bj4QhnP6,3,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp48-4Eb250s1-Auto-GBimg708d10t670be-FyshermansKey-ios-Y1_GBimg708d10t670be_FyshermansKey_Bj4QhnP6,5,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp49-4Eb250s1-Auto-gbspyimg708d18t681ek-FyshermansKey-ios-Y1_gbspyimg708d18t681ek_FyshermansKey_Bj4QhnP6,4,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp62-4Mb250s1-Auto-gbvid731d7t670ekv-FyshermansKey-ios-Y1_gbvid731d7t670ekv_FyshermansKey_Bj4QhnP6,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp76-4Mb350s1-Auto-creogroup5-FyshermansKey-ios-Y1_creogroup5_FyshermansKey_Bj4QhnP6,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp110-4Mb250s1-Auto-gbvid731d38t669ekv-FyshermansKey-ios-C8_gbvid731d38t669ekv_FyshermansKey_Z6FBp8,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp122-4Mb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,10,4,0.4000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp131-2Db250s1-Auto-gbvid731d21t628bev-FyshermansKey-ios-C8_gbvid731d21t628bev_FyshermansKey_Z6FBp8,2,1,0.5000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp133-2Db250s1-Auto-gbvid731d7t1080aaov-FyshermansKey-ios-C8_gbvid731d7t1080aaov_FyshermansKey_Z6FBp8,N/A,1,N/A,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp147-2Db250s1-Auto-gbvid731d21t628bev-FyshermansKey-ios-C8_gbvid731d21t628bev_FyshermansKey_Z6FBp8,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp173-4Mb250s1-Auto-gbvid731d7t670ekv-FyshermansKey-ios-C8_gbvid731d7t670ekv_FyshermansKey_Z6FBp8,2,2,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp174-4Mb250s1-Auto-gbvid731d7t670ekv-FyshermansKey-ios-C8_gbvid731d7t670ekv_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp176-4Mb250s1-Auto-gbvid731d7t670ekv-FyshermansKey-ios-C8_gbvid731d7t670ekv_FyshermansKey_Z6FBp8,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp177-4Mb250s1-Auto-gbvid731d7t670ekv-FyshermansKey-ios-C8_gbvid731d7t670ekv_FyshermansKey_Z6FBp8,6,7,1.1667,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp178-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,9,7,0.7778,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp179-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,11,8,0.7273,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp181-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,11,4,0.3636,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp182-4Mb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,2,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp185-2Eb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,18,14,0.7778,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp187-2Eb250s1-Auto-gbspy700d10t1314ekv-FyshermansKey-ios-C8_gbspy700d10t1314ekv_FyshermansKey_Z6FBp8,2,1,0.5000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp189-2Eb250s1-Auto-gbspy700d10t1314ekv-FyshermansKey-ios-C8_gbspy700d10t1314ekv_FyshermansKey_Z6FBp8,2,2,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp196-4Mb400s1-Auto-gbimg708d36t1110ek-FyshermansKey-ios-C8_gbimg708d36t1110ek_FyshermansKey_Z6FBp8,9,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp197-4Mb400s1-Auto-gbimg710d3t1122zz-FyshermansKey-ios-C8_gbimg710d3t1122zz_FyshermansKey_Z6FBp8,2,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp201-2Eb250s1-Auto-gbvid800d6t1314aenv-FyshermansKey-ios-C8_gbvid800d6t1314aenv_FyshermansKey_Z6FBp8,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp203-2Eb250s1-Auto-gbvid700d41t1080aenv-FyshermansKey-ios-C8_gbvid700d41t1080aenv_FyshermansKey_Z6FBp8,2,1,0.5000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp206-2Eb250s1-Auto-gbvid731d7t670ekv-FyshermansKey-ios-C8_gbvid731d7t670ekv_FyshermansKey_Z6FBp8,2,1,0.5000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp207-2Eb250s1-Auto-gbvid731d7t670ekv-FyshermansKey-ios-C8_gbvid731d7t670ekv_FyshermansKey_Z6FBp8,3,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp209-2Eb250s1-Auto-gbvid731d7t670ekv-FyshermansKey-ios-C8_gbvid731d7t670ekv_FyshermansKey_Z6FBp8,9,1,0.1111,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp211-2Eb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,3,1,0.3333,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp212-2Eb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,2,1,0.5000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp218-2Eb250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp220-2Eb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp221-2Eb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp223-2Eb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp224-2Eb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,3,1,0.3333,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp226-2Db250s1-Auto-gbvid731d7t670ekv-FyshermansKey-ios-C8_gbvid731d7t670ekv_FyshermansKey_Z6FBp8,2,2,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp232-2Db250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,9,9,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp259-2Db250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp260-2Db250s1-Auto-gbvid731d23t669ekv-FyshermansKey-ios-C8_gbvid731d23t669ekv_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp263-8Mb250s1-Auto-gbvid700d7t670aefv-FyshermansKey-ios-C8_gbvid700d7t670aefv_FyshermansKey_Z6FBp8,2,2,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsONM1-camp285-4Mb250s1-Auto-gbvid601d26t1314aefv-FyshermansKey-ios-C8_gbvid601d26t1314aefv_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp271-4Eb350s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,23,16,0.6957,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp272-4Eb250s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp273-4Eb250s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,23,20,0.8696,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp274-4Eb250s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp275-4Eb250s1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,5,6,1.2000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp280-4Eb1500s1o11-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp290-2Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,7,5,0.7143,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp297-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,2,2,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM1-camp298-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,8,8,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp168-2Eb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,15,14,0.9333,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp170-2Eb250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,5,4,0.8000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp225-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,16,5,0.3125,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp226-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp228-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp252-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp255-2Db250s1-Auto-GBvid731d7t670bevn1-FyshermansKey-ios-C8_GBvid731d7t670bevn1_FyshermansKey_Z6FBp8,2,1,0.5000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp258-2Db250s1-Auto-gbvid800d6t1314aenv-FyshermansKey-ios-C8_gbvid800d6t1314aenv_FyshermansKey_Z6FBp8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp261-2Db250s1-Auto-GBvid601d1t670bev-FyshermansKey-ios-C8_GBvid601d1t670bev_FyshermansKey_Z6FBp8,2,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM2-camp6-4Eb350s4o1-Auto-creogroup-FyshermansKey-ios-Y1_creogroup_FyshermansKey_Bj4QhnP6,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-split-adsKSD1-camp53-2b250s1-autoA-GBvid731d7t670bevn1-FyshermansKey-ios-F35_GBvid731d7t670bevn1_FyshermansKey_cxrDBdw8,23,21,0.9130,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-split-adsKSD1-camp54-2b250s1-autoA-GBvid731d7t670bevn1-FyshermansKey-ios-F35_GBvid731d7t670bevn1_FyshermansKey_cxrDBdw8,8,8,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp10-4b250s1-autoA-GBvid731d7t670bevn1-FyshermansKey-ios-F35_GBvid731d7t670bevn1_FyshermansKey_cxrDBdw8,38,36,0.9474,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp11-4b250s1-autoA-GBvid731d7t670bevn1-FyshermansKey-ios-F35_GBvid731d7t670bevn1_FyshermansKey_cxrDBdw8,8,6,0.7500,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp12-4b250s1-autoA-GBvid731d7t670bevn1-FyshermansKey-ios-F35_GBvid731d7t670bevn1_FyshermansKey_cxrDBdw8,7,8,1.1429,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
FR,None,moloco_int,PM13_Moloco_OPD-Traff-GB-split-split-adsKSD1-camp4-4b250s1-autoA-GBvid601d1t670ekvn2-FyshermansKey-ios-F35_GBvid601d1t670ekvn2_FyshermansKey_cxrDBdw8,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6751264734,Fyshermans Key,ios,geo_report
