Date,Agency/PMD (af_prt),Media Source (pid),Campaign (c),Impressions,Clicks,CTR,Installs,Conversion Rate,Sessions,Loyal Users,Loyal Users/Installs,Total Cost,Average eCPI,app_id,app_name,app_platform
2025-08-13,None,moloco_int,inapp_moloco_806_13plinko1_cz_sub6_sub7_sub8_wmX9YLg9_PM16,10151,4048,0.3988,11,0.0027,21,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-13,None,moloco_int,inapp_moloco_806_13plinko1_sub5_sub6_sub7_sub8_wmX9YLg9_PM16,11949,4038,0.3379,30,0.0074,60,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-14,None,Organic,None,N/A,N/A,N/A,7,N/A,0,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-14,None,moloco_int,MB4_SoundScape_NL_Binobet_sub5_sub6,16666,4847,0.2908,5,0.0010,10,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-14,None,moloco_int,inapp_moloco_806_13plinko1_au_sub6_sub7_sub8_wmX9YLg9_PM16,11462,3953,0.3449,22,0.0056,43,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-14,None,moloco_int,inapp_moloco_806_13plinko1_cz_sub6_sub7_sub8_wmX9YLg9_PM16,24314,9266,0.3811,19,0.0021,36,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-14,None,moloco_int,inapp_moloco_806_13plinko1_sub5_sub6_sub7_sub8_wmX9YLg9_PM16,12344,4620,0.3743,25,0.0054,50,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-15,None,Organic,None,N/A,N/A,N/A,4,N/A,0,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-15,None,moloco_int,MB4_SoundScape_NL_Binobet_sub5_sub6,2830,879,0.3106,0,0.0000,0,0,N/A,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-15,None,moloco_int,inapp_moloco_806_13plinko1_au_sub6_sub7_sub8_wmX9YLg9_PM16,11511,4531,0.3936,27,0.0060,54,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-15,None,moloco_int,inapp_moloco_806_13plinko1_cz_sub6_sub7_sub8_wmX9YLg9_PM16,23617,9546,0.4042,15,0.0016,30,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-15,None,moloco_int,inapp_moloco_806_13plinko1_sub5_sub6_sub7_sub8_wmX9YLg9_PM16,10350,4428,0.4278,18,0.0041,36,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-16,None,Organic,None,N/A,N/A,N/A,5,N/A,0,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-16,None,moloco_int,inapp_moloco_806_13plinko1_au_sub6_sub7_sub8_wmX9YLg9_PM16,10841,5125,0.4727,30,0.0059,60,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-16,None,moloco_int,inapp_moloco_806_13plinko1_cz_sub6_sub7_sub8_wmX9YLg9_PM16,9126,3928,0.4304,8,0.0020,16,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-16,None,moloco_int,inapp_moloco_806_13plinko1_sub5_sub6_sub7_sub8_wmX9YLg9_PM16,10732,5089,0.4742,34,0.0067,68,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-17,None,Organic,None,N/A,N/A,N/A,11,N/A,0,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-17,None,moloco_int,inapp_moloco_806_13plinko1_au_sub6_sub7_sub8_wmX9YLg9_PM16,10844,4963,0.4577,25,0.0050,50,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-17,None,moloco_int,inapp_moloco_806_13plinko1_sub5_sub6_sub7_sub8_wmX9YLg9_PM16,10569,5133,0.4857,29,0.0056,58,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-18,None,Organic,None,N/A,N/A,N/A,9,N/A,0,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-18,None,moloco_int,inapp_moloco_806_13plinko1_au_sub6_sub7_sub8_wmX9YLg9_PM16,7029,2903,0.4130,16,0.0055,32,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-18,None,moloco_int,inapp_moloco_806_13plinko1_sub5_sub6_sub7_sub8_wmX9YLg9_PM16,5989,2719,0.4540,20,0.0074,40,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-19,None,Organic,None,N/A,N/A,N/A,6,N/A,0,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-19,None,ironsource_int,SoundsScape_074_WebFinch_F00475_IS13_SPYPlinkSE-Majorka-ENG-rv,1153,601,0.5212,1,0.0017,2,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-19,None,ironsource_int,SoundsScape_074_WebFinch_F00475_IS13_SPYPlinkkES-Iniest-N/L-rv,4150,2139,0.5154,10,0.0047,20,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-19,None,ironsource_int,SoundsScape_074_WebFinch_F00480_IS13_SPYPlinkSE-Majorka-ENG-rv,1294,674,0.5209,4,0.0059,8,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-19,None,ironsource_int,SoundsScape_074_WebFinch_F00480_IS13_SPYPlinkkES-Iniest-N/L-rv,3783,1942,0.5133,13,0.0067,26,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-19,None,moloco_int,inapp_moloco_806_13plinko1_au_sub6_sub7_sub8_wmX9YLg9_PM16,5659,2492,0.4404,8,0.0032,16,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-19,None,moloco_int,inapp_moloco_806_13plinko1_sub5_sub6_sub7_sub8_wmX9YLg9_PM16,6332,3052,0.4820,26,0.0085,52,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-20,None,Organic,None,N/A,N/A,N/A,7,N/A,0,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-20,None,moloco_int,PM38_sub2_AR_SoundScape_sub5,1253,377,0.3009,1,0.0027,2,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-20,None,moloco_int,inapp_moloco_806_13plinko1_my_sub6_sub7_sub8_wmX9YLg9_PM16,184,64,0.3478,1,0.0156,2,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-20,None,moloco_int,inapp_moloco_806_13plinko1_sub5_sub6_sub7_sub8_wmX9YLg9_PM16,6482,3177,0.4901,19,0.0060,38,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-20,None,moloco_int,{{campaign.title}},2,N/A,N/A,0,N/A,0,0,N/A,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-21,None,Organic,None,N/A,N/A,N/A,12,N/A,0,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-21,None,moloco_int,MB1_BUOuh43_AR_sub4_sub5,6697,2042,0.3049,7,0.0034,14,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-21,None,moloco_int,PM38_sub2_AR_SoundScape_sub5,10467,2618,0.2501,10,0.0038,20,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-21,None,moloco_int,inapp_moloco_806_13plinko1_id_sub6_sub7_sub8_wmX9YLg9_PM16,4,1,0.2500,0,0.0000,0,0,N/A,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-21,None,moloco_int,inapp_moloco_806_13plinko1_my_sub6_sub7_sub8_wmX9YLg9_PM16,4845,1691,0.3490,20,0.0118,40,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-21,None,moloco_int,inapp_moloco_806_13plinko1_sub5_sub6_sub7_sub8_wmX9YLg9_PM16,8571,4004,0.4672,31,0.0077,62,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-21,None,moloco_int,{{campaign.title}},1,N/A,N/A,0,N/A,0,0,N/A,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-22,None,Organic,None,N/A,N/A,N/A,4,N/A,0,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-22,None,moloco_int,MB1_BUOuh43_AR_sub4_sub5,37153,13376,0.3600,39,0.0029,78,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-22,None,moloco_int,PM38_sub2_AR_SoundScape_sub5,4492,1591,0.3542,8,0.0050,16,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-22,None,moloco_int,inapp_moloco_806_13plinko1_sub5_sub6_sub7_sub8_wmX9YLg9_PM16,9879,4408,0.4462,26,0.0059,52,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-23,None,Organic,None,N/A,N/A,N/A,7,N/A,0,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-23,None,moloco_int,MB1_BUOuh43_AR_sub4_sub5,15165,5921,0.3904,9,0.0015,18,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-23,None,moloco_int,PM38_sub2_AR_SoundScape_sub5,N/A,2,N/A,0,0.0000,0,0,N/A,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-23,None,moloco_int,inapp_moloco_806_13plinko1_sub5_sub6_sub7_sub8_wmX9YLg9_PM16,9424,4052,0.4300,33,0.0081,66,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-24,None,Organic,None,N/A,N/A,N/A,9,N/A,0,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-24,None,moloco_int,inapp_moloco_806_13plinko1_sub5_sub6_sub7_sub8_wmX9YLg9_PM16,9718,4602,0.4736,19,0.0041,38,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-25,None,Organic,None,N/A,N/A,N/A,5,N/A,0,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-25,None,moloco_int,inapp_moloco_806_13plinko1_sub5_sub6_sub7_sub8_wmX9YLg9_PM16,9773,4539,0.4644,19,0.0042,38,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-26,None,Organic,None,N/A,N/A,N/A,8,N/A,0,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-26,None,moloco_int,OMA1_mXcNSh_chl-2608_darkhan_moloko,8376,3347,0.3996,10,0.0030,21,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-26,None,moloco_int,inapp_moloco_806_13plinko1_sub5_sub6_sub7_sub8_wmX9YLg9_PM16,9627,4536,0.4712,27,0.0060,54,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-27,None,Organic,None,N/A,N/A,N/A,6,N/A,0,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-27,None,moloco_int,OMA1_mXcNSh_chl-2608_darkhan_moloko,22551,9170,0.4066,20,0.0022,40,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-27,None,moloco_int,SoundsScape_074_WebKost_K00564_AKM3_SPY,1513,663,0.4382,8,0.0121,16,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-27,None,moloco_int,inapp_moloco_806_13plinko1_sub5_sub6_sub7_sub8_wmX9YLg9_PM16,10526,4826,0.4585,18,0.0037,36,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-28,None,Organic,None,N/A,N/A,N/A,4,N/A,0,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-28,None,moloco_int,AA_SoundScape_CHL_XXpGH4OARhczj17l_GLE_ACC23,2451,876,0.3574,1,0.0011,2,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-28,None,moloco_int,AA_SoundScape_CHL_fs6gOSdTLR5CJk18_GLE_ACC23,2786,1137,0.4081,5,0.0044,10,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-28,None,moloco_int,AA_SoundScape_MEX_UqMXZey0GPITCqyz_GLE_ACC23,2129,786,0.3692,13,0.0165,26,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-28,None,moloco_int,OMA1_mXcNSh_chl-2608_darkhan_moloko,10712,3998,0.3732,8,0.0020,16,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-28,None,moloco_int,SoundsScape_074_WebKost_K00564_AKM3_SPY,8176,3462,0.4234,19,0.0055,38,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-28,None,moloco_int,inapp_moloco_806_13plinko1_sub5_sub6_sub7_sub8_wmX9YLg9_PM16,12721,5994,0.4712,19,0.0032,38,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-29,None,Organic,None,N/A,N/A,N/A,6,N/A,0,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-29,None,moloco_int,AA_SoundScape_CHL_XXpGH4OARhczj17l_GLE_ACC23,2907,1015,0.3492,1,0.0010,2,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-29,None,moloco_int,AA_SoundScape_CHL_fs6gOSdTLR5CJk18_GLE_ACC23,2299,901,0.3919,1,0.0011,2,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-29,None,moloco_int,AA_SoundScape_MEX_UqMXZey0GPITCqyz_GLE_ACC23,2363,921,0.3898,9,0.0098,18,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-29,None,moloco_int,SoundsScape_074_WebKost_K00564_AKM3_SPY,9122,3777,0.4141,16,0.0042,33,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-29,None,moloco_int,inapp_moloco_806_13plinko1_sub5_sub6_sub7_sub8_wmX9YLg9_PM16,13795,6935,0.5027,31,0.0045,62,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-30,None,Organic,None,N/A,N/A,N/A,2,N/A,0,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-30,None,moloco_int,SoundsScape_074_WebKost_K00564_AKM3_SPY,9065,3739,0.4125,25,0.0067,50,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-30,None,moloco_int,inapp_moloco_806_13plinko1_sub5_sub6_sub7_sub8_wmX9YLg9_PM16,13,8,0.6154,1,0.1250,2,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-31,None,Organic,None,N/A,N/A,N/A,10,N/A,0,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-31,None,moloco_int,AA_SoundScape_ARG_BrX8UzxNv2P6Shhs_GLE_ACC23,2677,1195,0.4464,20,0.0167,40,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-31,None,moloco_int,AA_SoundScape_COL_lIdDUJrjrXUULvSD_GLE_ACC23,3006,1895,0.6304,33,0.0174,66,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-08-31,None,moloco_int,SoundsScape_074_WebKost_K00564_AKM3_SPY,8483,3512,0.4140,17,0.0048,34,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-09-01,None,Organic,None,N/A,N/A,N/A,9,N/A,0,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-09-01,None,moloco_int,AA_SoundScape_ARG_BrX8UzxNv2P6Shhs_GLE_ACC23,1031,422,0.4093,5,0.0118,10,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-09-01,None,moloco_int,AA_SoundScape_COL_lIdDUJrjrXUULvSD_GLE_ACC23,2016,1220,0.6052,21,0.0172,42,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-09-01,None,moloco_int,AA_SoundScape_ITA_jUjqX558BIm9ycvv_SHU_ACC22,5,4,0.8000,0,0.0000,0,0,N/A,N/A,N/A,id6747964884,SoundsScape,ios
2025-09-01,None,moloco_int,AA_SoundScape_PRT_Lcrbd0kP1bh9z04i_GLE_ACC23,918,415,0.4521,1,0.0024,2,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-09-01,None,moloco_int,AA_SoundScape_PRT_beLRUTijzlJLW2sT_SHU_ACC22,9,5,0.5556,0,0.0000,0,0,N/A,N/A,N/A,id6747964884,SoundsScape,ios
2025-09-01,None,moloco_int,AA_SoundScape_ROU_VeuD40vhjwSTTOLo_SHU_ACC22,39,15,0.3846,1,0.0667,2,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-09-01,None,moloco_int,SoundsScape_074_WebKost_K00564_AKM3_SPY,6321,2788,0.4411,9,0.0032,18,0,0.0000,N/A,N/A,id6747964884,SoundsScape,ios
2025-09-02,None,moloco_int,SoundsScape_074_WebKost_K00564_AKM3_SPY,1809,783,0.4328,0,0.0000,0,0,N/A,N/A,N/A,id6747964884,SoundsScape,ios
2025-10-03,None,Organic,None,N/A,N/A,N/A,2,N/A,0,0,0.0000,N/A,N/A,id6752688000,Rabbit Trails,ios
2025-10-04,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,N/A,N/A,id6752688000,Rabbit Trails,ios
2025-10-06,None,moloco_int,OMA8_xTbP8b_FR_test1_RABB_sub6_sub7_sub8,605,366,0.6050,2,0.0055,4,0,0.0000,N/A,N/A,id6752688000,Rabbit Trails,ios
2025-10-07,None,Organic,None,N/A,N/A,N/A,2,N/A,0,0,0.0000,N/A,N/A,id6752688000,Rabbit Trails,ios
2025-10-07,None,moloco_int,OMA7_cqr5u3npbj18yrjp6xe0_FR_ios14_rabbits_sub6_sub7_sub8 MLC26994,3471,2042,0.5883,14,0.0069,28,0,0.0000,N/A,N/A,id6752688000,Rabbit Trails,ios
2025-10-07,None,moloco_int,OMA7_krhi25mcuouqnsftff3p_UK_ios14_rabbits_sub6_sub7_sub8 MLC26995,1902,1026,0.5394,15,0.0146,30,0,0.0000,N/A,N/A,id6752688000,Rabbit Trails,ios
2025-10-07,None,moloco_int,OMA8_xTbP8b_FR_test1_RABB_sub6_sub7_sub8,9914,6912,0.6972,38,0.0055,82,0,0.0000,N/A,N/A,id6752688000,Rabbit Trails,ios
2025-10-08,None,Organic,None,N/A,N/A,N/A,8,N/A,0,0,0.0000,N/A,N/A,id6752688000,Rabbit Trails,ios
2025-10-08,None,moloco_int,OMA7_cqr5u3npbj18yrjp6xe0_FR_ios14_rabbits_sub6_sub7_sub8 MLC26994,8583,4861,0.5664,28,0.0058,57,0,0.0000,N/A,N/A,id6752688000,Rabbit Trails,ios
2025-10-08,None,moloco_int,OMA7_krhi25mcuouqnsftff3p_UK_ios14_rabbits_sub6_sub7_sub8 MLC26995,6242,3544,0.5678,33,0.0093,64,0,0.0000,N/A,N/A,id6752688000,Rabbit Trails,ios
2025-10-08,None,moloco_int,OMA8_xTbP8b_FR_test1_RABB_sub6_sub7_sub8,12938,9010,0.6964,41,0.0046,84,0,0.0000,N/A,N/A,id6752688000,Rabbit Trails,ios
2025-10-09,None,Organic,None,N/A,N/A,N/A,3,N/A,0,0,0.0000,N/A,N/A,id6752688000,Rabbit Trails,ios
2025-10-09,None,moloco_int,OMA7_cqr5u3npbj18yrjp6xe0_FR_ios14_rabbits_sub6_sub7_sub8 MLC26994,182,101,0.5549,2,0.0198,4,0,0.0000,N/A,N/A,id6752688000,Rabbit Trails,ios
2025-10-09,None,moloco_int,OMA7_krhi25mcuouqnsftff3p_UK_ios14_rabbits_sub6_sub7_sub8 MLC26995,234,168,0.7179,0,0.0000,0,0,N/A,N/A,N/A,id6752688000,Rabbit Trails,ios
2025-10-09,None,moloco_int,OMA8_xTbP8b_FR_test1_RABB_sub6_sub7_sub8,6731,4882,0.7253,19,0.0039,35,0,0.0000,N/A,N/A,id6752688000,Rabbit Trails,ios
2025-10-10,None,Organic,None,N/A,N/A,N/A,3,N/A,0,0,0.0000,N/A,N/A,id6752688000,Rabbit Trails,ios
2025-10-10,None,moloco_int,OMA8_xTbP8b_FR_test1_RABB_sub6_sub7_sub8,N/A,1,N/A,1,1.0000,2,0,0.0000,N/A,N/A,id6752688000,Rabbit Trails,ios
2025-10-11,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,N/A,N/A,id6752688000,Rabbit Trails,ios
2025-10-11,None,moloco_int,OMA8_xTbP8b_FR_test1_RABB_sub6_sub7_sub8,N/A,N/A,N/A,2,N/A,3,0,0.0000,N/A,N/A,id6752688000,Rabbit Trails,ios
2025-10-15,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,N/A,N/A,id6752688000,Rabbit Trails,ios
2025-10-18,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,N/A,N/A,id6752688000,Rabbit Trails,ios
2025-10-20,None,Organic,None,N/A,N/A,N/A,2,N/A,0,0,0.0000,N/A,N/A,id6752688000,Rabbit Trails,ios
2025-10-26,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,N/A,N/A,id6752688000,Rabbit Trails,ios
2025-08-22,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-08-27,None,Organic,None,N/A,N/A,N/A,2,N/A,0,0,0.0000,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-08-28,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-08-31,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-09-14,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-09-16,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-09-23,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-09-24,None,moloco_int,TRUST_2pHK4nqP_218_sub4_sub5_sub6_sub7_sub8_sub9_sub10_sub11,5003,1939,0.3876,13,0.0067,26,0,0.0000,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-09-25,None,Organic,None,N/A,N/A,N/A,3,N/A,0,0,0.0000,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-09-25,None,moloco_int,TRUST_2pHK4nqP_218_sub4_sub5_sub6_sub7_sub8_sub9_sub10_sub11,7782,2975,0.3823,12,0.0040,28,1,0.0833,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-09-26,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-09-26,None,moloco_int,TRUST_2pHK4nqP_218_sub4_sub5_sub6_sub7_sub8_sub9_sub10_sub11,N/A,1,N/A,0,0.0000,0,0,N/A,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-09-27,None,Organic,None,N/A,N/A,N/A,2,N/A,0,0,0.0000,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-10-03,None,Organic,None,N/A,N/A,N/A,2,N/A,0,0,0.0000,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-10-03,None,moloco_int,PM37_Z7wYxpJ9_KW_Glich,22466,8534,0.3799,3,0.0004,6,0,0.0000,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-10-04,None,Organic,None,N/A,N/A,N/A,7,N/A,0,0,0.0000,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-10-04,None,moloco_int,PM37_Z7wYxpJ9_KW_Glich,33896,12354,0.3645,11,0.0009,23,1,0.0909,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-10-05,None,Organic,None,N/A,N/A,N/A,3,N/A,0,0,0.0000,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-10-05,None,moloco_int,PM37_Z7wYxpJ9_KW_Glich,31480,17639,0.5603,14,0.0008,30,0,0.0000,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-10-06,None,Organic,None,N/A,N/A,N/A,2,N/A,0,0,0.0000,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-10-06,None,moloco_int,PM37_Z7wYxpJ9_KW_Glich,9492,5378,0.5666,3,0.0006,6,0,0.0000,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-10-07,None,Organic,None,N/A,N/A,N/A,2,N/A,0,0,0.0000,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-10-08,None,Organic,None,N/A,N/A,N/A,2,N/A,0,0,0.0000,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-10-08,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp23-4Eb350s1-Auto-GBvid731d7t670yuv-GlyphsQuest-ios-Y1_GBvid731d7t670yuv_GlyphsQuest_Bj4QhnP6,166,22,0.1325,1,0.0455,2,0,0.0000,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-10-08,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp24-4Eb350s1-Auto-GBvid601d20t670yuv-GlyphsQuest-ios-Y1_GBvid601d20t670yuv_GlyphsQuest_Bj4QhnP6,842,73,0.0867,1,0.0137,2,0,0.0000,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-10-08,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp25-4Eb350s1-Auto-GBvid607d13t670yuv-GlyphsQuest-ios-Y1_GBvid607d13t670yuv_GlyphsQuest_Bj4QhnP6,182,14,0.0769,1,0.0714,2,0,0.0000,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-10-08,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp26-4Eb350s1-Auto-GBvid700d38t669yuv-GlyphsQuest-ios-Y1_GBvid700d38t669yuv_GlyphsQuest_Bj4QhnP6,123,14,0.1138,0,0.0000,0,0,N/A,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-10-08,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp27-4Eb350s1-Auto-GBvid601d17t1314yuv-GlyphsQuest-ios-Y1_GBvid601d17t1314yuv_GlyphsQuest_Bj4QhnP6,287,32,0.1115,0,0.0000,0,0,N/A,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-10-08,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp28-4Eb350s1-Auto-GBvid601d16t670yuv-GlyphsQuest-ios-Y1_GBvid601d16t670yuv_GlyphsQuest_Bj4QhnP6,189,28,0.1481,0,0.0000,0,0,N/A,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-10-08,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp29-4Eb350s1-Auto-GBvid601d10t670yuv-GlyphsQuest-ios-Y1_GBvid601d10t670yuv_GlyphsQuest_Bj4QhnP6,70,3,0.0429,0,0.0000,0,0,N/A,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-10-09,None,Organic,None,N/A,N/A,N/A,5,N/A,0,0,0.0000,N/A,N/A,id6749614124,GlyphsQuest,ios
2025-10-09,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsKSD1-camp23-4Eb350s1-Auto-GBvid731d7t670yuv-GlyphsQuest-ios-Y1_GBvid731d7t670yuv_GlyphsQuest_Bj4QhnP6,2809,159,0.0566,4,0.0252,8,0,0.0000,N/A,N/A,id6749614124,GlyphsQuest,ios
