Date,Agency/PMD (af_prt),Media Source (pid),Campaign (c),Impressions,Clicks,CTR,Installs,Conversion Rate,Sessions,Loyal Users,Loyal Users/Installs,Total Cost,Average eCPI,app_id,app_name,app_platform
2025-10-10,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-12,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-17,None,Organic,None,N/A,N/A,N/A,2,N/A,0,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-17,None,moloco_int,TRUST_LGk89g4c_228_sub4_sub5_sub6_sub7_sub8_sub9_sub10_sub11,5038,1602,0.3180,5,0.0031,9,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-18,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-18,None,moloco_int,TRUST_LGk89g4c_228_sub4_sub5_sub6_sub7_sub8_sub9_sub10_sub11,6402,2486,0.3883,9,0.0036,16,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-19,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-19,None,moloco_int,TRUST_LGk89g4c_228_sub4_sub5_sub6_sub7_sub8_sub9_sub10_sub11,3092,1750,0.5660,6,0.0034,12,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-20,None,moloco_int,TRUST_LGk89g4c_228_sub4_sub5_sub6_sub7_sub8_sub9_sub10_sub11,5853,3492,0.5966,10,0.0029,19,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-21,None,Organic,None,N/A,N/A,N/A,4,N/A,0,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-21,None,moloco_int,OMA6_k73PfG,2879,1777,0.6172,0,0.0000,0,0,N/A,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-21,None,moloco_int,TRUST_LGk89g4c_228_sub4_sub5_sub6_sub7_sub8_sub9_sub10_sub11,9397,5919,0.6299,28,0.0047,46,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-22,None,Organic,None,N/A,N/A,N/A,5,N/A,0,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-22,None,moloco_int,OMA6_k73PfG,7717,4820,0.6246,3,0.0006,2,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-22,None,moloco_int,OMA6_k73PfG_payout,27850,16924,0.6077,35,0.0021,62,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-22,None,moloco_int,TRUST_LGk89g4c_228_sub4_sub5_sub6_sub7_sub8_sub9_sub10_sub11,9633,6606,0.6858,16,0.0024,30,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-23,None,Organic,None,N/A,N/A,N/A,7,N/A,0,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-23,None,moloco_int,OMA6_k73PfG_payout,37539,9602,0.2558,41,0.0043,76,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-23,None,moloco_int,TRUST_LGk89g4c_228_sub4_sub5_sub6_sub7_sub8_sub9_sub10_sub11,5302,4403,0.8304,8,0.0018,16,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-24,None,Organic,None,N/A,N/A,N/A,12,N/A,0,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-24,None,moloco_int,OMA6_k73PfG_payout,31297,22242,0.7107,33,0.0015,64,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-25,None,Organic,None,N/A,N/A,N/A,23,N/A,0,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-25,None,moloco_int,OMA6_k73PfG_payout,58696,50861,0.8665,80,0.0016,157,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-26,None,Organic,None,N/A,N/A,N/A,27,N/A,0,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-26,None,moloco_int,OMA6_k73PfG_payout,46180,41424,0.8970,91,0.0022,171,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-27,None,Organic,None,N/A,N/A,N/A,14,N/A,0,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-27,None,moloco_int,OMA6_k73PfG_payout,13451,12058,0.8964,30,0.0025,50,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-27,None,moloco_int,OMA6_k73PfG_payout_sumdep,38984,35013,0.8981,54,0.0015,84,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-28,None,Organic,None,N/A,N/A,N/A,24,N/A,0,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-28,None,moloco_int,OMA6_k73PfG_payout_sumdep,32679,29467,0.9017,54,0.0018,94,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-29,None,Organic,None,N/A,N/A,N/A,23,N/A,0,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-29,None,moloco_int,OMA6_k73PfG_payout_sumdep,38016,34689,0.9125,83,0.0024,159,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-30,None,Organic,None,N/A,N/A,N/A,12,N/A,0,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-10-30,None,moloco_int,OMA6_k73PfG_payout_sumdep,13977,13300,0.9516,43,0.0032,72,0,0.0000,N/A,N/A,id6747675833,Written in Stone,ios
2025-08-04,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-04,None,ironsource_int,Glyphoria_074_WebBooy_B00759_IS14_CP0001AT,2398,1205,0.5025,7,0.0058,14,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-05,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-05,None,ironsource_int,Glyphoria_074_WebBooy_B00759_IS14_CP0001AT,5063,2549,0.5035,11,0.0043,22,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-06,None,ironsource_int,Glyphoria_074_WebBooy_B00759_IS14_CP0001AT,1545,783,0.5068,0,0.0000,0,0,N/A,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-07,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-07,None,moloco_int,{{campaign.title}},2,N/A,N/A,0,N/A,0,0,N/A,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-08,None,Organic,None,N/A,N/A,N/A,4,N/A,0,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-08,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp763-4b250s1-Auto-gbvid700d34t1080yi-Glyphoria-ios-C8_gbvid700d34t1080yi_Glyphoria_Z6FBp8,2035,671,0.3297,2,0.0030,4,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-08,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp764-4b250s1-Auto-gbvid700d34t1080yi-Glyphoria-ios-C8_gbvid700d34t1080yi_Glyphoria_Z6FBp8,4781,1598,0.3342,2,0.0013,4,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-08,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp765-4b250s1-Auto-gbvid700d34t1080yi-Glyphoria-ios-C8_gbvid700d34t1080yi_Glyphoria_Z6FBp8,2558,833,0.3256,1,0.0012,2,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-08,None,moloco_int,sub1_201_sub3_sub4_sub5_sub6,1528,604,0.3953,0,0.0000,0,0,N/A,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-09,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-09,None,moloco_int,sub1_201_sub3_sub4_sub5_sub6,32912,12672,0.3850,6,0.0005,12,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-10,None,moloco_int,sub1_201_sub3_sub4_sub5_sub6,33984,13096,0.3854,4,0.0003,8,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-11,None,Organic,None,N/A,N/A,N/A,4,N/A,0,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-11,None,ironsource_int,Glyphoria_074_WebTural_TU00581_IS14_CP0033SE_BOOK-rv,1893,957,0.5055,7,0.0073,14,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-11,None,ironsource_int,Glyphoria_074_WebTural_TU00581_IS14_CP0044SE_BOOK-rv,17286,8771,0.5074,36,0.0041,70,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-11,None,moloco_int,sub1_201_sub3_sub4_sub5_sub6,24735,9580,0.3873,4,0.0004,8,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-11,None,moloco_int,{{campaign.title}},2,N/A,N/A,0,N/A,0,0,N/A,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-12,None,Organic,None,N/A,N/A,N/A,2,N/A,0,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-12,None,ironsource_int,Glyphoria_074_WebTural_TU00581_IS14_CP0044SE_BOOK-rv,N/A,N/A,N/A,1,N/A,2,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-12,None,moloco_int,sub1_201_sub3_sub4_sub5_sub6,22340,8818,0.3947,7,0.0008,14,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-13,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-13,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp789-4b250s1-Auto-gbvid731d2t665bgv-Glyphoria-ios-C8_gbvid731d2t665bgv_Glyphoria_Z6FBp8,1716,661,0.3852,3,0.0045,6,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-13,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp791-4b250s1-Auto-gbvid601d1t764adxv-Glyphoria-ios-C8_gbvid601d1t764adxv_Glyphoria_Z6FBp8,1812,704,0.3885,6,0.0085,12,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-13,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp792-4b250s1-Auto-gbvid700d34t1080ekv-Glyphoria-ios-C8_gbvid700d34t1080ekv_Glyphoria_Z6FBp8,1625,610,0.3754,4,0.0066,8,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-13,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp793-4b250s1-Auto-gbvid731d7t670aarvbw-Glyphoria-ios-C8_gbvid731d7t670aarvbw_Glyphoria_Z6FBp8,478,177,0.3703,0,0.0000,0,0,N/A,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-13,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp794-4b250s1-Auto-gbvid731d2t670aaovbw-Glyphoria-ios-C8_gbvid731d2t670aaovbw_Glyphoria_Z6FBp8,251,85,0.3386,0,0.0000,0,0,N/A,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-13,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp795-4b250s1-Auto-gbvid731d7t1135ekv-Glyphoria-ios-C8_gbvid731d7t1135ekv_Glyphoria_Z6FBp8,410,151,0.3683,0,0.0000,0,0,N/A,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-13,None,moloco_int,sub1_201_sub3_sub4_sub5_sub6,8834,3432,0.3885,2,0.0006,4,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-14,None,Organic,None,N/A,N/A,N/A,3,N/A,0,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-14,None,moloco_int,MB4_Glyphoria_NL_Binobet_sub5_sub6,2378,692,0.2910,3,0.0043,6,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-14,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp789-4b250s1-Auto-gbvid731d2t665bgv-Glyphoria-ios-C8_gbvid731d2t665bgv_Glyphoria_Z6FBp8,2597,944,0.3635,3,0.0032,6,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-14,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp791-4b250s1-Auto-gbvid601d1t764adxv-Glyphoria-ios-C8_gbvid601d1t764adxv_Glyphoria_Z6FBp8,137,58,0.4234,0,0.0000,0,0,N/A,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-14,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp792-4b250s1-Auto-gbvid700d34t1080ekv-Glyphoria-ios-C8_gbvid700d34t1080ekv_Glyphoria_Z6FBp8,2021,791,0.3914,3,0.0038,6,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-14,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp796-4b250s1-Auto-gbvid731d2t665bgv-Glyphoria-ios-C8_gbvid731d2t665bgv_Glyphoria_RPGHw7Gx,1331,511,0.3839,3,0.0059,6,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-14,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp797-4b250s1-Auto-gbvid731d2t1295ekv-Glyphoria-ios-C8_gbvid731d2t1295ekv_Glyphoria_RPGHw7Gx,571,192,0.3363,0,0.0000,0,0,N/A,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-14,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp798-4b250s1-Auto-gbvid601d1t764adxv-Glyphoria-ios-C8_gbvid601d1t764adxv_Glyphoria_RPGHw7Gx,399,140,0.3509,0,0.0000,0,0,N/A,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-14,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp799-4b250s1-Auto-gbvid700d34t1080ekv-Glyphoria-ios-C8_gbvid700d34t1080ekv_Glyphoria_RPGHw7Gx,583,203,0.3482,0,0.0000,0,0,N/A,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-14,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp800-4b250s1-Auto-gbvid731d7t670aarvbw-Glyphoria-ios-C8_gbvid731d7t670aarvbw_Glyphoria_RPGHw7Gx,531,190,0.3578,0,0.0000,0,0,N/A,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-14,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp801-4b250s1-Auto-gbvid731d2t670aaovbw-Glyphoria-ios-C8_gbvid731d2t670aaovbw_Glyphoria_RPGHw7Gx,1064,399,0.3750,3,0.0075,6,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-14,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp802-4b250s1-Auto-gbvid731d7t1135ekv-Glyphoria-ios-C8_gbvid731d7t1135ekv_Glyphoria_RPGHw7Gx,1977,716,0.3622,7,0.0098,14,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-14,None,moloco_int,sub1_201_sub3_sub4_sub5_sub6,N/A,N/A,N/A,1,N/A,2,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-15,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-15,None,moloco_int,MB4_Glyphoria_NL_Binobet_sub5_sub6,3089,850,0.2752,1,0.0012,2,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-15,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp789-4b250s1-Auto-gbvid731d2t665bgv-Glyphoria-ios-C8_gbvid731d2t665bgv_Glyphoria_Z6FBp8,3172,1226,0.3865,6,0.0049,12,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-15,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp790-4b250s1-Auto-gbvid731d2t1295ekv-Glyphoria-ios-C8_gbvid731d2t1295ekv_Glyphoria_Z6FBp8,524,204,0.3893,0,0.0000,0,0,N/A,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-15,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp796-4b250s1-Auto-gbvid731d2t665bgv-Glyphoria-ios-C8_gbvid731d2t665bgv_Glyphoria_RPGHw7Gx,2920,1115,0.3818,7,0.0063,14,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-15,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp799-4b250s1-Auto-gbvid700d34t1080ekv-Glyphoria-ios-C8_gbvid700d34t1080ekv_Glyphoria_RPGHw7Gx,384,139,0.3620,2,0.0144,4,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-15,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp801-4b250s1-Auto-gbvid731d2t670aaovbw-Glyphoria-ios-C8_gbvid731d2t670aaovbw_Glyphoria_RPGHw7Gx,N/A,3,N/A,0,0.0000,0,0,N/A,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-15,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp802-4b250s1-Auto-gbvid731d7t1135ekv-Glyphoria-ios-C8_gbvid731d7t1135ekv_Glyphoria_RPGHw7Gx,2912,1107,0.3802,11,0.0099,22,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-16,None,moloco_int,MB4_Glyphoria_NL_Binobet_sub5_sub6,N/A,N/A,N/A,1,N/A,2,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-16,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp789-4b250s1-Auto-gbvid731d2t665bgv-Glyphoria-ios-C8_gbvid731d2t665bgv_Glyphoria_Z6FBp8,2537,1321,0.5207,3,0.0023,6,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-16,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp796-4b250s1-Auto-gbvid731d2t665bgv-Glyphoria-ios-C8_gbvid731d2t665bgv_Glyphoria_RPGHw7Gx,1729,814,0.4708,1,0.0012,2,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-16,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp802-4b250s1-Auto-gbvid731d7t1135ekv-Glyphoria-ios-C8_gbvid731d7t1135ekv_Glyphoria_RPGHw7Gx,2612,1295,0.4958,5,0.0039,10,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-17,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp802-4b250s1-Auto-gbvid731d7t1135ekv-Glyphoria-ios-C8_gbvid731d7t1135ekv_Glyphoria_RPGHw7Gx,N/A,N/A,N/A,1,N/A,2,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-18,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp789-4b250s1-Auto-gbvid731d2t665bgv-Glyphoria-ios-C8_gbvid731d2t665bgv_Glyphoria_Z6FBp8,1852,738,0.3985,2,0.0027,4,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-18,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp796-4b250s1-Auto-gbvid731d2t665bgv-Glyphoria-ios-C8_gbvid731d2t665bgv_Glyphoria_RPGHw7Gx,1907,746,0.3912,4,0.0054,8,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-18,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp802-4b250s1-Auto-gbvid731d7t1135ekv-Glyphoria-ios-C8_gbvid731d7t1135ekv_Glyphoria_RPGHw7Gx,2744,1072,0.3907,6,0.0056,12,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-19,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp789-4b250s1-Auto-gbvid731d2t665bgv-Glyphoria-ios-C8_gbvid731d2t665bgv_Glyphoria_Z6FBp8,645,248,0.3845,1,0.0040,2,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-19,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp796-4b250s1-Auto-gbvid731d2t665bgv-Glyphoria-ios-C8_gbvid731d2t665bgv_Glyphoria_RPGHw7Gx,1012,396,0.3913,0,0.0000,0,0,N/A,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-19,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsPRM14-camp802-4b250s1-Auto-gbvid731d7t1135ekv-Glyphoria-ios-C8_gbvid731d7t1135ekv_Glyphoria_RPGHw7Gx,944,359,0.3803,6,0.0167,12,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-22,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-23,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-24,None,moloco_int,MB4_Glyphoria_NL_Binobet_sub5_sub6,8222,2746,0.3340,9,0.0033,18,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-25,None,moloco_int,MB4_Glyphoria_NL_Binobet_sub5_sub6,3932,1157,0.2943,1,0.0009,2,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-26,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp234-4b250s1-Auto-gbvid731d2t665bgv-Glyphoria-ios-C8_gbvid731d2t665bgv_Glyphoria_Z6FBp8,1098,475,0.4326,1,0.0021,2,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-26,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp235-4b250s1-Auto-gbvid731d2t665bgv-Glyphoria-ios-C8_gbvid731d2t665bgv_Glyphoria_Z6FBp8,427,165,0.3864,0,0.0000,0,0,N/A,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-26,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp236-4b250s1-Auto-gbvid731d2t665bgv-Glyphoria-ios-C8_gbvid731d2t665bgv_Glyphoria_Z6FBp8,1071,432,0.4034,3,0.0069,6,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-26,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp237-4b250s1-Auto-gbvid731d2t665bgv-Glyphoria-ios-C8_gbvid731d2t665bgv_Glyphoria_Z6FBp8,563,215,0.3819,0,0.0000,0,0,N/A,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-26,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp238-4b250s1-Auto-gbvid731d7t1135ekv-Glyphoria-ios-C8_gbvid731d7t1135ekv_Glyphoria_RPGHw7Gx,1042,399,0.3829,2,0.0050,4,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-26,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp239-4b250s1-Auto-gbvid731d7t1135ekv-Glyphoria-ios-C8_gbvid731d7t1135ekv_Glyphoria_RPGHw7Gx,677,260,0.3840,1,0.0038,2,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-26,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp240-4b250s1-Auto-gbvid731d7t1135ekv-Glyphoria-ios-C8_gbvid731d7t1135ekv_Glyphoria_RPGHw7Gx,389,143,0.3676,0,0.0000,0,0,N/A,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-27,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-27,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp234-4b250s1-Auto-gbvid731d2t665bgv-Glyphoria-ios-C8_gbvid731d2t665bgv_Glyphoria_Z6FBp8,202,82,0.4059,0,0.0000,0,0,N/A,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-27,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp236-4b250s1-Auto-gbvid731d2t665bgv-Glyphoria-ios-C8_gbvid731d2t665bgv_Glyphoria_Z6FBp8,264,94,0.3561,0,0.0000,0,0,N/A,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-27,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp238-4b250s1-Auto-gbvid731d7t1135ekv-Glyphoria-ios-C8_gbvid731d7t1135ekv_Glyphoria_RPGHw7Gx,2607,1052,0.4035,7,0.0067,14,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-27,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp240-4b250s1-Auto-gbvid731d7t1135ekv-Glyphoria-ios-C8_gbvid731d7t1135ekv_Glyphoria_RPGHw7Gx,1,1,1.0000,0,0.0000,0,0,N/A,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-27,None,moloco_int,PM30_SMyWhjbT_sub3_sub4_sub5_sub6,30,12,0.4000,0,0.0000,0,0,N/A,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-27,None,moloco_int,PM30_SMyWhjbT_sub3_sub4_sub5_sub6_sub7_cub_8_sub9_sub10_sub11_sub12,919,415,0.4516,2,0.0048,4,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-28,None,Organic,None,N/A,N/A,N/A,5,N/A,0,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-28,None,moloco_int,PM13_Moloco_OPD-Moloco-GB-split-HP-adsRNM1-camp238-4b250s1-Auto-gbvid731d7t1135ekv-Glyphoria-ios-C8_gbvid731d7t1135ekv_Glyphoria_RPGHw7Gx,1700,652,0.3835,5,0.0077,10,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-28,None,moloco_int,PM30_SMyWhjbT_sub3_sub4_sub5_sub6_sub7_cub_8_sub9_sub10_sub11_sub12,4562,1812,0.3972,4,0.0022,8,0,0.0000,N/A,N/A,id6746459914,Glyphoria,ios
2025-08-28,None,moloco_int,TC_9XsXRShz_Glyphoria_IOS_ES,14793,2574,0.1740,0,0.0000,0,0,N/A,N/A,N/A,id6746459914,Glyphoria,ios
